Gene	Category	SuperPathway	SubPathway
K12526	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K00133	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K01714	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K00215	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19107	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19108	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19109	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19110	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19111	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19112	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K19113	Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis
K12673	Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis
K12674	Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis
K12675	Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis
K12676	Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis
K12677	Metabolism	Biosynthesis of other secondary metabolites	Clavulanic acid biosynthesis
K00844	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K12407	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K00845	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K01835	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K15778	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K01858	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K01092	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K00010	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K05957	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K04339	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K04340	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K00973	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K01710	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K01790	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K00067	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K04341	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K04342	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K12570	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis
K00844	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K12407	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K00845	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13546	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13547	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13548	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13549	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13550	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13551	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K17078	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13552	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20565	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20566	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13553	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20567	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20568	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13554	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13555	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13556	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13557	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13558	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13559	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13560	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13561	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13562	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13563	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K13564	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20569	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20570	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20571	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20572	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20573	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20574	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20152	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20575	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20576	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20577	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20578	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20579	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20580	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20581	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20582	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20583	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20584	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20585	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20586	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20587	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20588	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20589	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20590	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20591	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20592	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20593	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20594	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20595	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20596	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20597	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K20598	Metabolism	Biosynthesis of other secondary metabolites	Neomycin, kanamycin and gentamicin biosynthesis
K19969	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K19979	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K19974	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20424	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20425	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20426	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20427	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K00973	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K01710	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20428	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20430	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K19978	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20431	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20432	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20433	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20434	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20435	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20436	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20437	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20438	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K21036	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20439	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20440	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20441	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20442	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K20443	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis
K12628	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12629	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12630	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12631	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12632	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12633	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12634	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12635	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12636	Metabolism	Biosynthesis of other secondary metabolites	Puromycin biosynthesis
K12701	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12702	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12703	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12704	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00210	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K04517	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K14187	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00220	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00812	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00813	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K11358	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00815	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00817	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00832	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K00838	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12707	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12708	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12709	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12705	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12711	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12712	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12713	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12714	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12719	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12720	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
K12721	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis
